,season,matchday,date,team,result,points,rank,win_streak,lose_streak,draw_streak
6660,18,30,2019-04-02,Atlético Madrid,3,62,2,2,0,0
6662,18,30,2019-04-02,Espanyol,1,35,13,0,0,1
6672,18,30,2019-04-03,Valencia,3,46,5,2,0,0
6670,18,30,2019-04-03,Eibar,3,39,11,1,0,0
6667,18,30,2019-04-03,Levante,0,32,15,0,1,0
6673,18,30,2019-04-03,Real Madrid,0,57,3,0,1,0
6669,18,30,2019-04-03,Celta Vigo,1,29,18,0,0,1
6666,18,30,2019-04-03,Athletic Club,3,43,8,3,0,0
6668,18,30,2019-04-03,Huesca,1,23,20,0,0,1
6671,18,30,2019-04-03,Rayo Vallecano,0,24,19,0,1,0
6674,18,30,2019-04-04,Sevilla,3,46,5,1,0,0
6676,18,30,2019-04-04,Leganés,3,39,11,2,0,0
6675,18,30,2019-04-04,Alavés,0,44,7,0,2,0
6678,18,30,2019-04-04,Real Sociedad,3,40,9,1,0,0
6679,18,30,2019-04-04,Real Betis,0,40,9,0,1,0
6677,18,30,2019-04-04,Valladolid,0,30,16,0,1,0
6685,18,31,2019-04-06,Valencia,0,46,6,0,1,0
6686,18,31,2019-04-06,Barcelona,3,73,1,1,0,0
6683,18,31,2019-04-06,Eibar,0,39,12,0,1,0
6682,18,31,2019-04-06,Real Madrid,3,60,3,1,0,0
